"month","year","PM2.5","PM10","O3","AQI","Location"
2,2022,190.278617216117,189.422161172161,18.648282967033,220.894001831502,"Delhi"
2,2023,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
2,2024,203.234832578185,232.344015913361,13.9373632445574,252.649464029174,"Delhi"
3,2000,246.800542495479,295.976491862568,7.50580470162749,316.047920433996,"Delhi"
3,2001,284.384792626728,358.513248847926,7.27862903225806,384.013248847926,"Delhi"
3,2002,279,360.571428571429,8.05,384.357142857143,"Delhi"
3,2003,303.928571428571,377.928571428571,8.96428571428571,400.357142857143,"Delhi"
3,2004,307.291858678955,374.517761136713,8.43571428571429,405.589189708141,"Delhi"
3,2005,303.357142857143,357.642857142857,8.56428571428571,400.428571428571,"Delhi"
3,2006,308.308106031502,366.088359585094,8.65247791010373,402.906646177488,"Delhi"
3,2007,350.231396703846,432.21125353754,12.7616946895289,433.957715998002,"Delhi"
3,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
3,2009,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
3,2010,252.572539606337,234.43322131541,35.688478156505,268.216898703793,"Delhi"
3,2011,237.719854070661,219.740015360983,41.9120391705069,249.648425499232,"Delhi"
3,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
3,2013,235.79982718894,218.328437019969,43.6001728110599,250.656970046083,"Delhi"
3,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
3,2015,208.459485407066,179.989343317972,50.2853398617512,218.530913978495,"Delhi"
3,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
3,2017,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
3,2018,198,179.428571428571,49.1,220.857142857143,"Delhi"
3,2019,197.029363110008,179.786600496278,52.5440860215054,221.644747725393,"Delhi"
3,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
3,2021,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
3,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
3,2023,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
3,2024,203.230769230769,232.307692307692,13.9384615384615,252.615384615385,"Delhi"
4,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
4,2001,284.785714285714,364.142857142857,7.35714285714286,389.642857142857,"Delhi"
4,2002,279,360.571428571429,8.05,384.357142857143,"Delhi"
4,2003,303.928571428571,377.928571428571,8.96428571428571,400.357142857143,"Delhi"
4,2004,307.285714285714,374.428571428571,8.43571428571429,405.5,"Delhi"
4,2005,303.357142857143,357.642857142857,8.56428571428571,400.428571428571,"Delhi"
4,2006,331.230769230769,388.615384615385,9.28461538461538,420.538461538462,"Delhi"
4,2007,351.25,434.625,12.875,435.75,"Delhi"
4,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
4,2009,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
4,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
4,2011,236.074305555556,216.554563492063,42.1548115079365,248.002876984127,"Delhi"
4,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
4,2013,234.296626984127,216.871527777778,44.4037202380952,249.15376984127,"Delhi"
4,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
4,2015,203.125793650794,171.916666666667,51.1180456349206,213.197222222222,"Delhi"
4,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
4,2017,200.704166666667,168.785714285714,51.2381547619048,210.775595238095,"Delhi"
4,2018,198,179.428571428571,49.1,220.857142857143,"Delhi"
4,2019,195.621688034188,176.59561965812,51.5349038461538,219.070512820513,"Delhi"
4,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
4,2021,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
4,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
4,2023,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
4,2024,203.230769230769,232.307692307692,13.9384615384615,252.615384615385,"Delhi"
5,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
5,2001,284.785714285714,364.142857142857,7.35714285714286,389.642857142857,"Delhi"
5,2002,279,360.571428571429,8.05,384.357142857143,"Delhi"
5,2003,306.884600614439,382.779953917051,8.67015168970814,408.787922427035,"Delhi"
5,2004,307.285714285714,374.428571428571,8.43571428571429,405.5,"Delhi"
5,2005,303.357142857143,357.642857142857,8.56428571428571,400.428571428571,"Delhi"
5,2006,331.230769230769,388.615384615385,9.28461538461538,420.538461538462,"Delhi"
5,2007,350.043346774194,432.592741935484,13.3290826612903,433.717741935484,"Delhi"
5,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
5,2009,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
5,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
5,2011,235.985023041475,218.45410906298,43.4272465437788,250.739823348694,"Delhi"
5,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
5,2013,229.437019969278,211.223886328725,45.8854838709677,244.294162826421,"Delhi"
5,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
5,2015,201.428571428571,169.357142857143,51.2857142857143,211.5,"Delhi"
5,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
5,2017,199.395929339478,166.187403993856,50.8469662058372,209.467357910906,"Delhi"
5,2018,197.380160259661,179.848970483822,51.7514352368394,221.528654021706,"Delhi"
5,2019,192.546009098428,159.252688172043,41.6634408602151,200.83105872622,"Delhi"
5,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
5,2021,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
5,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
5,2023,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
5,2024,203.230769230769,232.270781637717,13.9384615384615,252.615384615385,"Delhi"
6,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
6,2001,284.785714285714,364.142857142857,7.35714285714286,389.642857142857,"Delhi"
6,2002,279,360.571428571429,8.05,384.357142857143,"Delhi"
6,2003,308.285714285714,384.285714285714,8.5,412.5,"Delhi"
6,2004,307.285714285714,374.428571428571,8.43571428571429,405.5,"Delhi"
6,2005,303.357142857143,357.642857142857,8.56428571428571,400.428571428571,"Delhi"
6,2006,331.230769230769,388.615384615385,9.28461538461538,420.538461538462,"Delhi"
6,2007,328.345865912494,394.528031941441,15.0887872234237,402.65030776909,"Delhi"
6,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
6,2009,286.514285714286,292.455555555556,25.2409523809524,314.942857142857,"Delhi"
6,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
6,2011,236,218.571428571429,43.4714285714286,250.857142857143,"Delhi"
6,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
6,2013,226.192063492063,207.374603174603,46.3239285714286,241.049206349206,"Delhi"
6,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
6,2015,201.428571428571,169.357142857143,51.2857142857143,211.5,"Delhi"
6,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
6,2017,198.010218253968,177.696031746032,50.722123015873,218.700892857143,"Delhi"
6,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
6,2019,192.18514957265,159.221794871795,36.1691132478632,197.723611111111,"Delhi"
6,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
6,2021,191.439636752137,159.498611111111,34.9280448717949,196.978098290598,"Delhi"
6,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
6,2023,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
6,2024,203.230769230769,232.076923076923,13.9384615384615,252.615384615385,"Delhi"
7,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
7,2001,284.785714285714,364.142857142857,7.35714285714286,389.642857142857,"Delhi"
7,2002,279,360.571428571429,8.05,384.357142857143,"Delhi"
7,2003,308.314324116743,384.371543778802,8.49713901689708,412.528609831029,"Delhi"
7,2004,307.285714285714,374.428571428571,8.43571428571429,405.5,"Delhi"
7,2005,303.357142857143,357.642857142857,8.56428571428571,400.428571428571,"Delhi"
7,2006,332.194099051633,392.6354056902,9.43199157007376,423.214541622761,"Delhi"
7,2007,311.6314240157,344.511100208512,18.532957193671,362.947503986263,"Delhi"
7,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
7,2009,278.536194316436,281.857910906298,26.9408890168971,305.156394009217,"Delhi"
7,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
7,2011,236,218.571428571429,43.4714285714286,250.857142857143,"Delhi"
7,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
7,2013,222.766321044547,201.940284178187,46.1995967741936,237.62346390169,"Delhi"
7,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
7,2015,201.428571428571,169.357142857143,51.2857142857143,211.5,"Delhi"
7,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
7,2017,198.142857142857,179.714285714286,49.1071428571429,221,"Delhi"
7,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
7,2019,192.153846153846,158.846153846154,35.8153846153846,197.692307692308,"Delhi"
7,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
7,2021,190.234284532672,176.894540942928,27.3626447477254,210.738006617039,"Delhi"
7,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
7,2023,194.459987593052,199.889267990074,16.5086331679074,228.00682382134,"Delhi"
7,2024,203.230769230769,232.076923076923,13.9384615384615,252.615384615385,"Delhi"
8,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
8,2001,284.785714285714,364.142857142857,7.35714285714286,389.642857142857,"Delhi"
8,2002,293.628264208909,371.07123655914,8.57135176651306,393.861079109063,"Delhi"
8,2003,308.357142857143,384.5,8.49285714285714,412.571428571429,"Delhi"
8,2004,306.121255760369,369.806067588326,8.45606758832565,403.437307987711,"Delhi"
8,2005,303.357142857143,357.642857142857,8.56428571428571,400.428571428571,"Delhi"
8,2006,331.99077954736,407.332774518022,10.4034726380074,435.218297209915,"Delhi"
8,2007,290.135573691791,297.01171387422,23.9855880940951,320.155256841095,"Delhi"
8,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
8,2009,256.524673579109,240.064132104455,35.0208813364055,272.865783410138,"Delhi"
8,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
8,2011,236,218.571428571429,43.4714285714286,250.857142857143,"Delhi"
8,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
8,2013,221.285714285714,199.428571428571,45.9857142857143,236.142857142857,"Delhi"
8,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
8,2015,201.000672043011,169.054339477727,51.2857142857143,211.072100614439,"Delhi"
8,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
8,2017,198.142857142857,179.714285714286,49.1071428571429,221,"Delhi"
8,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
8,2019,192.153846153846,158.846153846154,35.8153846153846,197.692307692308,"Delhi"
8,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
8,2021,189.490591397849,189.252688172043,21.701664598842,220.105976013234,"Delhi"
8,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
8,2023,201.231906534326,222.981699751861,14.8295285359801,245.140405293631,"Delhi"
8,2024,203.230769230769,232.076923076923,13.9384615384615,252.615384615385,"Delhi"
9,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
9,2001,283.831845238095,362.891865079365,7.35907738095238,388.473115079365,"Delhi"
9,2002,303.571428571429,377.714285714286,8.96428571428571,400,"Delhi"
9,2003,308.357142857143,384.5,8.49285714285714,412.571428571429,"Delhi"
9,2004,302.340773809524,357.622023809524,8.503125,399.288194444444,"Delhi"
9,2005,304.119642857143,360.729166666667,8.60059523809524,401.191071428571,"Delhi"
9,2006,330.909090909091,407.727272727273,10.5545454545455,436.181818181818,"Delhi"
9,2007,288.357142857143,293.642857142857,25.0357142857143,316.785714285714,"Delhi"
9,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
9,2009,253,234.714285714286,35.6928571428571,268.642857142857,"Delhi"
9,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
9,2011,235.943253968254,218.457936507936,43.4714285714286,250.800396825397,"Delhi"
9,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
9,2013,221.285714285714,199.428571428571,45.9857142857143,236.142857142857,"Delhi"
9,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
9,2015,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
9,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
9,2017,198.142857142857,179.714285714286,49.1071428571429,221,"Delhi"
9,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
9,2019,192.153846153846,158.846153846154,35.8153846153846,197.692307692308,"Delhi"
9,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
9,2021,190.12735042735,189.778632478632,19.2157264957265,220.742735042735,"Delhi"
9,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
9,2023,203.230769230769,232.307692307692,13.9384615384615,252.615384615385,"Delhi"
9,2024,203.230769230769,232.076923076923,13.9384615384615,252.615384615385,"Delhi"
10,2000,247.214285714286,295.5,7.52142857142857,315.571428571429,"Delhi"
10,2001,278.514496927803,359.596006144393,7.98541666666667,383.610887096774,"Delhi"
10,2002,303.571428571429,377.714285714286,8.96428571428571,400,"Delhi"
10,2003,308.357142857143,384.5,8.49285714285714,412.571428571429,"Delhi"
10,2004,301.857142857143,356.357142857143,8.51428571428571,398.928571428571,"Delhi"
10,2005,304.857142857143,363.714285714286,8.63571428571429,401.928571428571,"Delhi"
10,2006,330.909090909091,407.727272727273,10.5545454545455,436.181818181818,"Delhi"
10,2007,288.357142857143,293.642857142857,25.0357142857143,316.785714285714,"Delhi"
10,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
10,2009,253,234.714285714286,35.6928571428571,268.642857142857,"Delhi"
10,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
10,2011,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
10,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
10,2013,221.285714285714,199.428571428571,45.9857142857143,236.142857142857,"Delhi"
10,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
10,2015,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
10,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
10,2017,198.142857142857,179.714285714286,49.1071428571429,221,"Delhi"
10,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
10,2019,192.153846153846,158.846153846154,35.8153846153846,197.692307692308,"Delhi"
10,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
10,2021,190.230769230769,189.769230769231,18.8923076923077,220.846153846154,"Delhi"
10,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
10,2023,203.230769230769,232.307692307692,13.9384615384615,252.615384615385,"Delhi"
10,2024,203.230769230769,232.076923076923,13.9384615384615,252.615384615385,"Delhi"
11,2000,259.653075396825,315.230853174603,7.52144841269841,336.580059523809,"Delhi"
11,2001,278.928571428571,360.5,8.04285714285714,384.285714285714,"Delhi"
11,2002,303.895337301587,377.908630952381,8.96428571428571,400.323908730159,"Delhi"
11,2003,308.357142857143,384.5,8.49285714285714,412.571428571429,"Delhi"
11,2004,301.857142857143,356.357142857143,8.51428571428571,398.928571428571,"Delhi"
11,2005,304.863208015078,363.749231227061,8.6358694573951,401.959726217637,"Delhi"
11,2006,330.909090909091,407.727272727273,10.5545454545455,436.181818181818,"Delhi"
11,2007,288.357142857143,293.642857142857,25.0357142857143,316.785714285714,"Delhi"
11,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
11,2009,253,234.714285714286,35.6928571428571,268.642857142857,"Delhi"
11,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
11,2011,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
11,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
11,2013,218.82996031746,197.246726190476,46.6606349206349,233.228472222222,"Delhi"
11,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
11,2015,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
11,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
11,2017,198.11369047619,179.655952380952,49.1056845238095,220.970833333333,"Delhi"
11,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
11,2019,192.153846153846,158.846153846154,35.8153846153846,197.692307692308,"Delhi"
11,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
11,2021,190.230769230769,189.769230769231,18.8923076923077,220.846153846154,"Delhi"
11,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
11,2023,203.230769230769,232.307692307692,13.9384615384615,252.615384615385,"Delhi"
11,2024,203.230769230769,232.076923076923,13.9384615384615,252.615384615385,"Delhi"
12,2000,280.224174347158,339.15821812596,7.10236175115207,363.604070660522,"Delhi"
12,2001,278.928571428571,360.5,8.04285714285714,384.285714285714,"Delhi"
12,2002,303.928571428571,377.928571428571,8.96428571428571,400.357142857143,"Delhi"
12,2003,308.357142857143,384.5,8.49285714285714,412.571428571429,"Delhi"
12,2004,301.857142857143,356.357142857143,8.51428571428571,398.928571428571,"Delhi"
12,2005,304.857142857143,363.714285714286,8.63571428571429,401.928571428571,"Delhi"
12,2006,330.909090909091,407.727272727273,10.5545454545455,436.181818181818,"Delhi"
12,2007,287.61232718894,293.146313364055,25.0398521505376,316.040898617512,"Delhi"
12,2008,287.071428571429,292.785714285714,25.0428571428571,315.5,"Delhi"
12,2009,252.792626728111,234.576036866359,35.689400921659,268.435483870968,"Delhi"
12,2010,252.571428571429,234.428571428571,35.6857142857143,268.214285714286,"Delhi"
12,2011,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
12,2012,235.928571428571,218.428571428571,43.4714285714286,250.785714285714,"Delhi"
12,2013,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
12,2014,216.357142857143,190.357142857143,47.7428571428571,226.428571428571,"Delhi"
12,2015,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
12,2016,200.714285714286,168.785714285714,51.2857142857143,210.785714285714,"Delhi"
12,2017,198,179.428571428571,49.1,220.857142857143,"Delhi"
12,2018,197.153846153846,180,52.7076923076923,221.769230769231,"Delhi"
12,2019,192.227357320099,159.728287841191,35.8080334987593,197.765818858561,"Delhi"
12,2020,192.230769230769,159.769230769231,35.8076923076923,197.769230769231,"Delhi"
12,2021,190.230769230769,189.769230769231,18.8923076923077,220.846153846154,"Delhi"
12,2022,190.307692307692,189.538461538462,18.5,220.923076923077,"Delhi"
12,2023,203.230769230769,232.307692307692,13.9384615384615,252.615384615385,"Delhi"
